id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
901956803581748562,Privé kamer Centrum Gent,517110017,Jan,,Sluizeken - Tolhuis - Ham,51.0618043,3.727571,Private room,59,2,14,2025-04-20,0.58,1,22,7,
902197355505813733,Pixie's house,129101537,Stijn,,Stationsbuurt Noord,51.0359705160323,3.727282745507803,Entire home/apt,160,2,48,2025-06-24,2.02,1,50,23,
903524863790650713,Central 2-BR Gem in Ghent,487809631,Eduard,,Binnenstad,51.04914,3.73303,Entire home/apt,101,1,69,2025-06-09,2.75,3,156,38,
905544800477787535,Cozy Modern House – near Center - at train-station,402539101,Jan,,Dampoort,51.0572946,3.7448639,Entire home/apt,164,3,11,2025-06-22,0.47,1,193,7,
905607489402873555,Cosy house in city centre,45187310,Erwin,,Stationsbuurt Noord,51.0328379,3.7249083,Entire home/apt,130,7,11,2024-09-08,0.47,4,23,3,
905823111046141349,Gezinswoning in Gent stadsrand,259044994,Ise,,Dampoort,51.0542,3.75168,Entire home/apt,,3,18,2024-08-10,0.75,1,0,3,
906889640811584991,Cosy studio in Gent,38369406,Eloïse,,Binnenstad,51.04549751191467,3.722826987504959,Entire home/apt,88,2,9,2023-08-20,0.38,1,201,0,
907207129412070796,Nieuw gelijkvloersappartement,34559289,Sophie,,Binnenstad,51.04511428998548,3.7220652401447296,Entire home/apt,90,1,120,2024-12-08,5.02,1,159,30,
907816400733942000,"Spacious, Sunlit Apartment in the Heart of Ghent",296359297,Hubert En Clara,,Binnenstad,51.04888,3.73076,Entire home/apt,104,3,3,2023-07-05,0.12,1,203,0,
908742442869745058,Le Bon Vivant,21239047,Suzanne,,Muide - Meulestede - Afrikalaan,51.06413539562657,3.7365982539673004,Entire home/apt,74,2,27,2024-08-26,1.09,1,69,9,
909497362249969036,Gezellig appartement met ruim zonnig terras,514072637,Florence,,Watersportbaan - Ekkergem,51.0453448,3.6965637,Entire home/apt,129,3,17,2025-06-01,0.74,1,44,5,
911483661172399223,Tuinpaviljoen (bij monument) met zwembad,275961023,Bruno,,Nieuw Gent - UZ,51.022985,3.7130693,Entire home/apt,69,1,80,2025-06-09,3.28,2,330,37,
911635709858199456,Spacious house near the center.,52390386,Ruben,,Dampoort,51.05258,3.7462,Entire home/apt,156,3,17,2025-01-05,0.74,2,50,12,
912838641629601093,Gezinswoning in Gent,371483970,Davino,,Muide - Meulestede - Afrikalaan,51.0719283,3.7299229,Entire home/apt,176,3,6,2025-01-03,0.25,1,15,2,
913110838080351519,Our family house with a pool near Ghent,59745875,Maaike,,Sint Denijs Westrem,51.01924,3.67047,Entire home/apt,271,7,2,2024-08-18,0.18,1,12,2,
913585709255595373,"Hippe, eigentijdse en  lichtrijke stadswoning",12943461,Sara,,Sint Amandsberg,51.07551,3.749,Entire home/apt,111,2,0,,,1,118,0,
913771921532160524,Studio(only monthly rented),258565721,Yuki,,Stationsbuurt Zuid,51.0301,3.70762,Entire home/apt,,31,0,,,1,45,0,
914285688216921263,Budgetkamer in Gent - Gedeeld appartement,153080529,Serge,,Wondelgem,51.0836693,3.7146243,Private room,,1,118,2025-03-08,4.82,2,68,54,
915134332295303348,Rustig verblijf vlakbij Gent centrum &Natuurgebied,489936546,Remi,,Dampoort,51.04763,3.75119,Entire home/apt,116,2,39,2025-06-13,1.65,12,347,27,
915889762772933896,schipperswoning woonschip Ares,35843673,Koen,,Oud Gentbrugge,51.044166197670776,3.7429298640147213,Entire home/apt,71,2,120,2025-05-29,4.92,1,292,52,
915997430088921109,"Keizer Karelstraat, uitzicht op historische torens",502157198,Ann-Sophie,,Binnenstad,51.0528367,3.7320343,Entire home/apt,180,2,59,2025-06-17,2.54,1,288,32,
916626479716544775,Luxury Design Apartment,500315063,Lauren,,Stationsbuurt Noord,51.04087,3.71915,Entire home/apt,,5,0,,,3,0,0,
916656855359511748,Cozy Cottage House,520683746,Antoa,,Drongen,51.06559,3.63562,Entire home/apt,170,3,17,2025-05-31,0.72,1,325,12,
917302818479669260,"Triplex met terras, vlakbij centrum & Natuurgebied",489936546,Remi,,Dampoort,51.04797,3.75303,Entire home/apt,171,2,117,2025-06-16,4.85,12,275,66,
917897188994062005,Boat & Breakfast Bellevue,38257287,Bart,,Ledeberg,51.03577,3.73386,Entire home/apt,75,1,94,2025-06-03,3.92,1,239,14,
918033535513547712,Exceptional Houseboat in Ghent's waters,487809631,Eduard,,Muide - Meulestede - Afrikalaan,51.0582,3.73902,Entire home/apt,102,1,112,2025-06-01,4.59,3,23,51,
918151063273811388,Kleine Marseille v. Gent,104352942,TIne,,Muide - Meulestede - Afrikalaan,51.08609,3.72839,Private room,49,2,6,2025-06-09,0.26,3,40,4,
918624455729048533,Nyte garden lodge,284503462,,,Drongen,51.05342,3.61385,Entire home/apt,246,2,58,2025-06-21,2.42,2,125,24,
918740524143472297,Attic 126 Luxe loft voor 2 personen,521222784,Bart,,Stationsbuurt Zuid,51.03581,3.69257,Entire home/apt,140,2,18,2025-06-16,0.75,1,290,11,
920744044661488601,Appartement aan de Leie in centrum Gent,38071391,Matthias,,Binnenstad,51.05762,3.73101,Entire home/apt,109,2,49,2025-02-24,2.04,5,106,11,
923054987680431096,Maxi Marseillestraat,104352942,TIne,,Muide - Meulestede - Afrikalaan,51.08722,3.72978,Entire home/apt,,1,4,2025-03-30,0.22,3,0,3,
923536413266656854,Ruim huis vlakbij centrum Gent met lieve kat,196294266,Marie,,Sint Amandsberg,51.05886,3.75469,Entire home/apt,124,2,16,2025-06-01,0.68,1,27,2,
924336409782036251,Blue room in kleurrijk huisje,959653,Angela,,Dampoort,51.05145044681708,3.7524288520216946,Private room,45,1,21,2025-06-17,0.88,1,332,14,
926038633274313780,Calm studio with terrace,11279546,Marina,,Brugse Poort - Rooigem,51.06328,3.69971,Entire home/apt,67,1,29,2024-09-22,1.21,1,26,16,
926552541453619059,huis net buiten gent,70312018,Claudia,,Oostakker,51.10498,3.77232,Private room,45,2,25,2025-06-09,1.05,1,356,12,
926581014260078938,"Lil's appartement: 4 personen, 2 kamers, Parking",37474804,Liselotte,,Sint Amandsberg,51.07113,3.75337,Entire home/apt,103,3,21,2025-01-04,0.88,1,61,9,
926660638841521234,Cosy apartment in Ghent,35615521,Aitolkyn,,Ledeberg,51.03744,3.73978,Entire home/apt,129,2,80,2025-06-09,3.41,1,208,26,
928729981688824925,Live like a local in Ghent (2 bicycles included),24474979,Simon,,Brugse Poort - Rooigem,51.05912,3.70317,Entire home/apt,148,2,6,2024-07-10,0.25,1,189,1,
929049456322417359,Cosy Apartment Gent Center,523933658,Rania,,Binnenstad,51.05971,3.7289,Entire home/apt,97,2,2,2023-08-15,0.09,1,39,0,
929449887733497041,Light-filled bird's nest,670655,Daan,,Brugse Poort - Rooigem,51.06688,3.69758,Entire home/apt,88,3,16,2025-01-05,0.69,1,130,9,
929505806249042493,Maison d’Arnaud,20402939,Arnaud,,Stationsbuurt Zuid,51.0281375,3.7219708,Private room,80,3,7,2025-06-06,0.30,3,167,2,
931005523150812209,Central Charm City House,351820861,Nathan,,Stationsbuurt Noord,51.03417,3.72263,Entire home/apt,,3,11,2024-08-17,0.48,1,0,4,
931082912006658822,Right in the City Center – Your Ghent Getaway,524471591,Laura,,Binnenstad,51.05596,3.72662,Entire home/apt,114,2,57,2025-06-03,2.41,1,123,28,
934156274964439923,"Big en suite room in shared house, big garden",33064430,Jan,,Mariakerke,51.07677,3.70623,Private room,55,3,9,2024-12-31,0.38,2,347,2,
934649466744848434,Lichtrijke kamer nabij stadscentrum Gent,295640158,,,Ledeberg,51.0384734,3.7424971,Private room,,1,26,2024-08-11,1.10,1,0,5,
934796477575520845,The Yellow House,38852455,Bert,,Ledeberg,51.03474,3.74421,Entire home/apt,88,3,26,2024-09-15,1.13,2,38,10,
935131610698597397,Private room in city house,45187310,Erwin,,Stationsbuurt Zuid,51.03164,3.72576,Private room,61,1,0,,,4,10,0,
935137675388546217,Single bed in city center,45187310,Erwin,,Stationsbuurt Noord,51.03185,3.72592,Private room,59,1,2,2023-09-08,0.09,4,10,0,
935143641059880821,City house for 3p,45187310,Erwin,,Stationsbuurt Noord,51.03325,3.72442,Private room,80,1,1,2023-08-13,0.04,4,8,0,
935400013007216214,Wonderful apartment in Ghent city centre,525494517,Maurice,,Binnenstad,51.0555193,3.7264217,Entire home/apt,102,1,96,2025-06-07,4.09,5,158,46,
935400013830004497,Central Ghent 2-Bedroom Haven,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,104,1,108,2025-06-19,4.60,5,152,46,
935401010194196796,Beautiful apartment in Ghent city centre,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,104,1,125,2025-05-28,5.29,5,153,49,
935401176524263446,Amazing duplex apartment in Ghent city centre,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,102,1,79,2025-06-16,3.36,5,155,28,
935401230552331214,Duplex apartment with balcony in Ghent,525494517,Maurice,,Binnenstad,51.055492,3.7263897,Entire home/apt,99,1,93,2025-06-15,3.97,5,158,27,
937504205103723796,Gorgeous apartment with free parking,57067766,Laurence,,Sint Denijs Westrem,51.01858,3.67056,Entire home/apt,,3,6,2025-02-10,0.26,1,65,2,
937797260489624451,Historic Center Apartment – Walk to Everything,57886415,Laura,,Binnenstad,51.05532,3.72652,Entire home/apt,110,2,67,2025-05-02,2.85,1,123,17,
938463283626028841,Loft,15217010,Thang,,Muide - Meulestede - Afrikalaan,51.0774,3.73026,Entire home/apt,105,2,27,2025-06-15,1.16,1,46,10,
938993291412253609,Ruime studio in centrum voor 4,71056582,Magdalena,,Macharius - Heirnis,51.0568655,3.7373861,Entire home/apt,69,2,41,2025-02-16,1.77,1,303,14,
940345986468774958,Moderne Gezinswoning Gent - Wondelgem,527036014,Kevin,,Wondelgem,51.081245,3.711451,Entire home/apt,142,6,2,2024-12-29,0.18,1,72,2,
944668174068474688,Stijlvol app in Gent met open zicht op toplocatie,45923541,Pepijn,,Binnenstad,51.053591993481504,3.7242233883605858,Entire home/apt,203,3,62,2025-06-22,4.05,1,273,47,
946232101290602014,"Room in cosy, green, warm apartment",11007555,Elien,,Dampoort,51.05629,3.74263,Private room,50,3,64,2025-01-21,3.31,2,79,24,
946846978637542138,Leuk appartement in Gent,5094029,Mathieu,,Wondelgem,51.08799,3.7153,Entire home/apt,,5,3,2024-10-24,0.16,1,0,1,
947549411945264319,Bright & spacious 2nd floor,111271051,Liesbet,,Oud Gentbrugge,51.037978,3.7591922,Private room,,1,7,2024-08-13,0.30,1,0,5,
948376628476924421,Intimate studio in Ghent center,529201358,Kelly,,Sluizeken - Tolhuis - Ham,51.06606,3.72728,Entire home/apt,140,2,1,2025-04-13,0.41,2,258,1,
948385220526031123,Cozy Rent Belgium,529204792,Dilcia,,Drongen,51.0428503,3.6425934,Private room,,1,0,,,1,269,0,
948389463653794261,Spacious studio in Ghent center,529201358,Kelly,,Sluizeken - Tolhuis - Ham,51.06605,3.72754,Entire home/apt,150,2,2,2024-11-15,0.18,2,251,2,
948509093992446682,Deluxe,211173758,Ken,,Muide - Meulestede - Afrikalaan,51.06285829999999,3.7374648,Entire home/apt,186,1,215,2025-06-14,9.43,1,331,121,
950609628691549510,Hotel Cour st George,529668759,Hotel,,Binnenstad,51.0546276,3.7262867,Private room,80,1,22,2025-03-16,0.96,1,138,12,
951825489095848899,Cozy apartment,52341746,Nel,,Binnenstad,51.0500331,3.7307722,Entire home/apt,80,13,7,2025-03-16,0.35,1,298,3,
951922622589850562,Ghent by the water,466241106,Caroline,,Watersportbaan - Ekkergem,51.05087741106436,3.710086792065419,Entire home/apt,204,2,10,2025-04-21,0.45,1,266,1,
952029709305980270,´t Kasteeltje,96565936,Veerle,,Stationsbuurt Zuid,51.03361537053019,3.713434065606682,Entire home/apt,,2,48,2025-06-08,2.13,1,1,15,
952184896084792296,Design loft in centrum Gent,530283400,Ann,,Binnenstad,51.04259,3.72121,Entire home/apt,165,3,81,2025-06-20,3.83,1,218,58,
954065274906937253,Penthouse Gent,529363370,WBuild,,Binnenstad,51.0389663,3.7354942,Entire home/apt,,28,0,,,2,15,0,
956932411602076653,Duplex appartement in historisch Gent,21761356,Leen,,Sluizeken - Tolhuis - Ham,51.05878,3.71974,Entire home/apt,,4,35,2025-02-03,1.87,1,0,14,
957321380702509891,Nr 1 Yellow House,38852455,Bert,,Ledeberg,51.035982033671644,3.743853733729572,Entire home/apt,,2,6,2024-02-11,0.29,2,0,0,
962998570496913199,Room in the Lions House,432620677,Dieter,,Sint Denijs Westrem,51.02382,3.67234,Private room,,2,66,2024-08-24,3.02,1,0,2,
965682497567482931,Artist's Garden,83766425,Erik,,Elisabethbegijnhof - Papegaai,51.04759,3.71859,Entire home/apt,124,1,3,2023-11-26,0.14,4,250,0,
966594791300297706,Kamer te huur in rijhuis.,149047272,Jeltse,,Ledeberg,51.02926,3.74506,Private room,92,2,7,2025-02-02,0.32,1,161,1,
968728699860698164,Kamer dichtbij centrum Gent,534475995,Parishan,,Bloemekenswijk,51.07071,3.69572,Private room,52,2,43,2025-05-26,2.29,1,247,29,
969497934734586788,Maison d’Arnaud,20402939,Arnaud,,Stationsbuurt Zuid,51.0281375,3.7219708,Private room,74,2,12,2025-06-21,0.55,3,151,8,
974356125889497727,"WINGS
Gezellige stijlvolle studio",535758664,Hilde,,Dampoort,51.0496822,3.7471446,Entire home/apt,51,3,69,2025-06-18,3.21,1,14,31,
974494746933844239,Charmante duplex,480273331,Filip,,Dampoort,51.04900080315878,3.749651491723348,Entire home/apt,,5,6,2024-12-28,0.28,1,5,4,
975156947438135035,Romantisch appartement,97753032,Jilles,,Elisabethbegijnhof - Papegaai,51.0558139,3.720342,Entire home/apt,134,1,139,2025-06-22,6.95,1,328,72,
977300377324199432,Unieke loft in Gent,9724277,Emma,,Sint Amandsberg,51.0692529,3.7474473,Entire home/apt,,1,0,,,1,0,0,
977927038005435117,Cosy apartment in city center,173168610,Mathilde,,Binnenstad,51.05091,3.73324,Entire home/apt,75,20,12,2025-05-24,0.60,1,86,5,
978184318522689822,Net gerenoveerd huis,169271513,Eline,,Watersportbaan - Ekkergem,51.04472,3.7149,Private room,95,2,11,2025-06-01,0.51,1,83,4,
979038900542393917,Big room in house full of light,149928642,Naomi,,Wondelgem,51.08886,3.71912,Private room,,4,14,2025-06-09,1.44,1,3,14,
979063033368506062,Lovely Garden view apartment,178179223,Chiranth,,Zwijnaarde,51.00843,3.70016,Entire home/apt,,1,16,2025-06-14,0.89,1,0,8,
979404012330876318,Gezellige studio centrum Gent,114124939,Karen,,Elisabethbegijnhof - Papegaai,51.05211012525124,3.7159528210759163,Entire home/apt,106,2,94,2025-06-21,4.55,1,148,63,
979635215418892132,Luxury  Yacht Ghent,500315063,Lauren,,Binnenstad,51.04779,3.72043,Entire home/apt,135,1,0,,,3,89,0,
983019952620233703,Appartement met groot terras,29438619,Janis,,Binnenstad,51.0464339,3.7222607,Entire home/apt,291,2,18,2025-05-01,1.17,1,314,10,
983928116928877037,Appartement in Gent - Museum Hub,476360780,Valerie,,Stationsbuurt Noord,51.03624,3.71671,Entire home/apt,,1,26,2025-06-09,1.23,4,0,22,
984120217283828691,Cozy flat for mature adult(s).,50835941,Alexandra,,Macharius - Heirnis,51.04777,3.74117,Entire home/apt,44,7,11,2024-10-06,0.98,1,17,11,
984526698200592089,New Haven @Mayflower,538013010,Jo,,Sint Denijs Westrem,51.0233853,3.6963796,Entire home/apt,70,2,13,2024-12-02,0.63,1,83,4,
984603012528702687,Urban Oasis for 4 in Ghent's Vibrant Centre,487809631,Eduard,,Elisabethbegijnhof - Papegaai,51.05807,3.71861,Entire home/apt,106,1,138,2025-06-19,6.46,3,155,78,
986178164914858650,Kamer in charmante woning,331964383,Sofie,,Gentbrugge,51.04216,3.76679,Private room,,1,15,2023-12-10,0.71,1,0,0,
987753102680363389,Authentiek verblijf in centrum,53051739,Sofie,,Elisabethbegijnhof - Papegaai,51.0498827,3.7188528,Private room,,2,42,2025-06-01,2.06,1,0,25,
988916619495862388,Open studio wandelafstand centrum Gent+parkeerplek,480134178,Louise,,Sluizeken - Tolhuis - Ham,51.0632153,3.725221299999999,Entire home/apt,76,2,42,2025-06-09,3.13,3,152,40,
989310746586895524,The Cover: slaapzaal boven café in centrum Gent.,539116642,Maxim,,Binnenstad,51.05804,3.7262,Private room,,1,11,2025-05-04,0.54,2,362,7,
989625799399617876,Stu@pp Gent,374638848,Miguel &Amp; Eve,,Binnenstad,51.0555458,3.7294133,Entire home/apt,48,28,7,2025-06-08,0.38,1,238,5,
989705529311183053,Cozy staying in Ghent,45352363,,,Dampoort,51.05437,3.74244,Entire home/apt,,1,4,2023-12-10,0.19,1,0,0,
990610366037830605,Beautifull spacious apartment,2688943,Nosheen,,Binnenstad,51.0436,3.73106,Entire home/apt,300,2,0,,,3,321,0,
992618716325267979,FREE bikes + Romantic room near center,31354851,Elke,,Brugse Poort - Rooigem,51.06113,3.69236,Private room,61,3,46,2025-06-09,2.97,3,6,22,
993267233036490917,Sunny and authentic 1 bedroom apartment,203761345,Delfien,,Stationsbuurt Noord,51.0392721,3.713912,Entire home/apt,82,1,2,2025-06-01,1.54,1,3,2,
993463993634704425,A carbon neutral house in a landscaped park,3438311,Andre,,Wondelgem,51.09225,3.71612,Entire home/apt,179,7,17,2025-06-14,0.95,4,238,12,
993840164251786585,"Apartment in Ghent, including parking.",90455375,Baptist,,Watersportbaan - Ekkergem,51.04808,3.711,Entire home/apt,,2,16,2024-07-27,0.78,1,0,3,
994233851183784661,Alex Studio,250468687,Alex,,Sint Amandsberg,51.07465,3.74596,Entire home/apt,83,1,13,2024-07-28,0.72,1,179,2,
994237821764561004,Luxury 150m2 penthouse in Ghent,97262741,Laurens,,Sint Denijs Westrem,51.01724,3.66583,Entire home/apt,115,2,6,2025-02-09,0.29,1,23,2,
995734993137962614,Hip Gents appartement,120191237,,,Watersportbaan - Ekkergem,51.0426963,3.7166193,Entire home/apt,63,3,0,,,1,355,0,
998493427334677719,Huswell - The Boutique' Studio in centrum Ghent,472694401,Jean-Paul,,Elisabethbegijnhof - Papegaai,51.0543177,3.7167701,Entire home/apt,110,2,5,2025-04-20,0.28,34,312,3,
998493479875055635,Huswell - Central 'The Crown' apartment in Ghent,472694401,Jean-Paul,,Elisabethbegijnhof - Papegaai,51.05432,3.71677,Entire home/apt,139,2,19,2025-06-01,0.93,34,337,9,
998493521421207454,Huswell - The Jungle' Studio in the heart of Ghent,472694401,Jean-Paul,,Elisabethbegijnhof - Papegaai,51.0543177,3.7167701,Entire home/apt,92,2,25,2025-06-05,1.26,34,340,14,
999991909755790694,Fully equipped apartment,541408428,Davy,,Elisabethbegijnhof - Papegaai,51.0541826,3.7167282,Entire home/apt,86,2,89,2025-06-22,4.36,1,281,64,
1004846823211852396,Gezellige privé studio vlak bij het oude centrum,65578693,Geraldine,,Sluizeken - Tolhuis - Ham,51.06629,3.72648,Entire home/apt,83,1,65,2025-06-22,3.29,2,251,48,
1004910876582768815,Basic bedroom,480690466,Timothy,,Binnenstad,51.04384440000001,3.735582588360602,Private room,,1,0,,,1,0,0,
1006875744011153367,Gezellig appartement in Gent,84692401,Nastassia,,Stationsbuurt Noord,51.04059,3.71449,Entire home/apt,156,2,41,2025-06-19,2.15,1,21,28,
1007107161563112119,Penthouse Gent,529363370,WBuild,,Binnenstad,51.03961,3.73616,Entire home/apt,84,30,0,,,2,263,0,
1007111132194560329,Margriet Apart-Suites - One-Bedroom Apartment 2A,366331397,Jamila,,Sluizeken - Tolhuis - Ham,51.05902,3.72032,Entire home/apt,193,1,17,2025-04-03,0.95,3,128,14,
1007857111519863877,Apartment in Ghent,79228841,Bruno De Meyer,,Sluizeken - Tolhuis - Ham,51.06526,3.73007,Entire home/apt,118,24,8,2025-04-22,0.41,1,170,3,
1008038249681594763,mooie romantische kamer in een rustige villa,506637259,Semen,,Mariakerke,51.0813272,3.6919356,Private room,106,1,10,2025-04-27,0.58,2,267,6,
1009064321534006125,Charmant Gents app: alle comfort & vlot bereikbaar,246803446,Donald,,Dampoort,51.05,3.74515,Entire home/apt,59,30,10,2025-05-31,0.68,10,266,5,
1009233708742231625,Lichtrijke kamer vlak bij het oude centrum,65578693,Geraldine,,Sluizeken - Tolhuis - Ham,51.06587316946799,3.7269535660743713,Private room,57,1,167,2025-06-21,8.61,2,292,109,
1010775602258055050,Bohemian city loft,11729717,Inge,,Elisabethbegijnhof - Papegaai,51.05097,3.71131,Entire home/apt,124,2,3,2023-12-28,0.16,2,99,0,
1011325582188355909,Cosy art studio near station with bikes and garden,87297618,Maxime,,Stationsbuurt Zuid,51.0272794,3.70841,Entire home/apt,95,1,62,2025-05-05,3.14,1,82,12,
1011529040768392618,The Cover: slaapzaal boven café in centrum Gent.,539116642,Maxim,,Binnenstad,51.05648,3.726,Private room,423,1,25,2025-06-08,1.35,2,259,15,
1012773568209573145,Central Charming Ghent Getaway for 2,535120865,Charles,,Binnenstad,51.048542495989146,3.727515576779785,Entire home/apt,91,2,91,2025-06-21,4.62,1,159,59,
1012880537905600010,Gezellige rustige villa,506637259,Semen,,Mariakerke,51.08022,3.69153,Private room,88,1,2,2025-04-29,0.23,2,81,2,
1013139687224524313,Huis in de Moestuinstraat,31545126,Patrick,,Sluizeken - Tolhuis - Ham,51.06084816788273,3.728279869311528,Entire home/apt,190,2,51,2025-06-08,2.55,1,207,28,
1013665450431722314,Boetiekstudio Charles in centrum,4434842,Simon & Robin,,Watersportbaan - Ekkergem,51.04747,3.70834,Entire home/apt,84,2,112,2025-06-23,7.06,2,139,84,
1014315592433481000,Centrum gent met 2 parkeerplaatsen! 2 kamers,99461724,Michelle,,Elisabethbegijnhof - Papegaai,51.0511863,3.7179967,Entire home/apt,207,3,7,2025-01-02,0.65,1,35,7,
1015694026079624597,Spacious apartment close to the heart of Ghent,142658001,Jochen,,Ledeberg,51.03319,3.7386,Entire home/apt,,1,15,2025-05-21,0.76,1,0,10,
1017276039435511937,Calm place - cozy room,17400830,Eva,,Oud Gentbrugge,51.0384885,3.7569921,Private room,30,3,54,2025-06-10,2.79,1,50,29,
1017460327525010467,Casa Branka,544913695,Anthony,,Watersportbaan - Ekkergem,51.05098,3.70527,Entire home/apt,,2,6,2024-06-02,0.38,1,0,0,
1019343502417200911,Appartement aan het Gravensteen,366331397,Jamila,,Binnenstad,51.05814,3.72042,Entire home/apt,199,1,62,2025-05-24,3.39,3,151,48,
1019419410023192358,Modern appartement Gent centrum,366331397,Jamila,,Binnenstad,51.05839,3.72122,Entire home/apt,185,1,10,2025-05-31,0.70,3,150,8,
1020228781716727995,Huis in Gent,22811749,Loic,,Rabot  - Blaisantvest,51.06611,3.72013,Entire home/apt,,2,3,2025-03-09,0.16,1,0,2,
1023222920512883028,Sfeervolle woning te huur,21697191,Justine,,Brugse Poort - Rooigem,51.05866,3.70282,Entire home/apt,119,2,3,2025-01-04,0.17,1,238,1,
1023797904492883899,The mancave,103304625,Frank,,Sint Denijs Westrem,51.0103985,3.6597867,Entire home/apt,159,1,20,2025-06-01,1.11,1,229,17,
1024295665571430045,Warm en groen appartement,11007555,Elien,,Dampoort,51.05692829988246,3.741511342792969,Entire home/apt,66,7,0,,,2,85,0,
1024369229956852020,Luxueus Skyline Appartement in Gent,38316094,Jeroen,,Stationsbuurt Noord,51.03609,3.7156,Entire home/apt,114,3,19,2025-06-01,1.00,1,292,12,
1025320744831340164,Chic 3-BR Oasis in Ghent: Stylish Interiors,502108298,Eduardo,,Dampoort,51.0497,3.74819,Entire home/apt,111,1,77,2025-06-20,3.94,7,149,40,
1025991914322239369,Gezellig en comfortabel kattenhuis,69383598,Ann,,Bloemekenswijk,51.0670578,3.708249299999999,Private room,54,2,27,2025-06-01,1.44,1,294,13,
1029822458565798294,Ruime kamer in gedeeld huis in centrum Gent,542519844,,,Sluizeken - Tolhuis - Ham,51.06088,3.72586,Private room,,1,5,2024-08-19,0.30,1,0,1,
1031686176411017080,Wonderful central 2BR Ghent apt w/ view on Leie,502108298,Eduardo,,Binnenstad,51.05009,3.72924,Entire home/apt,85,1,116,2025-06-16,6.20,7,130,62,
1037478090900409889,Apartment with a beautiful view and big room!,498291919,Nassima,,Binnenstad,51.04253,3.73531,Private room,55,1,12,2025-01-03,0.71,2,342,7,
1038392611019734456,Cosy appartement centrum Gent,349615325,Jonas,,Watersportbaan - Ekkergem,51.05119620000001,3.7097236,Entire home/apt,,1,4,2024-02-04,0.22,2,0,0,
1039598756645898423,Moderne luxe: stadsleven met terras & stadstuin,489936546,Remi,,Stationsbuurt Zuid,51.03353,3.7115,Entire home/apt,115,2,91,2025-06-21,4.90,12,338,58,
1039715644274760898,Duplex in hartje centrum Gent voor 4 personen,364455800,Lien,,Binnenstad,51.05585,3.72466,Entire home/apt,102,2,53,2025-06-01,2.96,3,345,38,
1041075404972857123,"Modern home near Ghent: Easy Access, Ideal Living",502108298,Eduardo,,Stationsbuurt Zuid,51.0281569,3.7187935,Entire home/apt,118,1,53,2025-06-21,2.82,7,121,32,
1041437164580854999,Bright modern house close to City Center Ghent,20482518,Lot,,Brugse Poort - Rooigem,51.05892,3.69711,Entire home/apt,60,4,9,2025-03-05,0.50,2,89,4,
1041799568427361949,Verblijf in luxe in Gent: duplex met alle comfort,433406858,Donald,,Stationsbuurt Zuid,51.0335,3.71142,Entire home/apt,128,2,22,2025-03-31,1.54,7,117,18,
1045106143782450347,City loft - water view,484161481,Ruben,,Binnenstad,51.0466199,3.729009699999999,Entire home/apt,88,3,6,2025-05-12,0.33,1,314,4,
1047188976966507589,Apartfive,478724822,Gokhan,,Binnenstad,51.0458748,3.7222148,Entire home/apt,88,1,104,2025-06-10,5.66,1,70,62,
1047767278598531452,Stijlvol appartement in Gent (Maple Garden),282312725,Paul,,Nieuw Gent - UZ,51.02426,3.71956,Entire home/apt,53,30,2,2024-05-15,0.12,1,135,0,
1049349273513953135,Rustige kamer nabij stadscentrum,286248503,Guido,,Dampoort,51.05052,3.74904,Private room,52,2,60,2025-06-10,3.25,1,309,32,
1055022055983800103,Atelier d'Arthur @ B&B The Verhaegen,20636358,Marc,,Elisabethbegijnhof - Papegaai,51.0519472,3.716843799999999,Private room,383,1,1,2024-05-10,0.07,6,208,0,
1055891880110174648,One Two Four Hotel & Spa,552963509,Rodney,,Binnenstad,51.0474422,3.724222,Private room,,1,0,,,1,0,0,
1057758444455431669,Rijhuis op 1 km van Gravensteen,56244157,Marieke,,Rabot  - Blaisantvest,51.06442,3.70635,Entire home/apt,,1,11,2024-03-31,0.63,1,0,0,
1058601057372269215,Cosy Corner,451440540,An,,Sluizeken - Tolhuis - Ham,51.06217849999999,3.7177298,Private room,,2,1,2024-05-12,0.07,1,0,0,
1059254961031410370,Duplex Apartment on toplocation,104632070,Glenn,,Elisabethbegijnhof - Papegaai,51.048860310472875,3.719596266746521,Entire home/apt,160,2,62,2025-06-01,3.63,2,291,44,
1060500917625548944,Charmant rijhuis stationsbuurt Gent,554130778,Lies,,Stationsbuurt Zuid,51.0282622,3.7199726,Entire home/apt,90,5,7,2024-06-30,0.40,1,106,1,
1060749074348397950,Casa Juliano,119632387,Gilbert,,Mariakerke,51.07364,3.67715,Entire home/apt,161,3,55,2025-06-09,3.40,2,285,39,
1060816368744693881,Huswell - Spacious apartment with nice terrac,472694401,Jean-Paul,,Muide - Meulestede - Afrikalaan,51.07396,3.72889,Entire home/apt,157,2,9,2025-04-18,0.54,34,225,5,
1061701847421319006,Kamer in Gent bij Rieke,90081128,Rieke,,Brugse Poort - Rooigem,51.05698,3.70072,Private room,58,2,28,2025-06-09,1.64,1,130,18,
